Drug1,Drug2,Cell line,ZIP,classification
(+)-JQ-1,CDDO-Me,TC71_BONE,6.827,synergy
navitoclax,CDDO-Me,TC71_BONE,29.141,synergy
AGN-PC-0HSSYL,CDDO-Me,TC71_BONE,26.87,synergy
cabozantinib,NVP-BKM120,TC71_BONE,26.588,synergy
everolimus,NVP-BKM120,TC71_BONE,-9.753,antagonism
lenvatinib,NVP-BKM120,TC71_BONE,18.926,synergy
linsitinib,NVP-BKM120,TC71_BONE,10.402,synergy
LY2874455,NVP-BKM120,TC71_BONE,5.269,synergy
MK-1775,NVP-BKM120,TC71_BONE,11.532,synergy
niraparib,NVP-BKM120,TC71_BONE,23.586,synergy
FdCyd,NVP-BKM120,TC71_BONE,21.374,synergy
pelitinib,NVP-BKM120,TC71_BONE,21.251,synergy
2-methoxyestradiol,NVP-BKM120,TC71_BONE,13.097,synergy
SNX-5422,NVP-BKM120,TC71_BONE,10.926,synergy
picropodophyllin,NVP-BKM120,TC71_BONE,9.266,synergy
Visudyne,NVP-BKM120,TC71_BONE,7.548,synergy
YK-4-279,NVP-BKM120,TC71_BONE,21.407,synergy
Englerin A,NVP-BKM120,TC71_BONE,16.317,synergy
MK-2206 dihydrochloride,NVP-BKM120,TC71_BONE,5.525,synergy
(+)-JQ-1,NVP-BKM120,TC71_BONE,13.264,synergy
navitoclax,NVP-BKM120,TC71_BONE,21.015,synergy
AGN-PC-0HSSYL,NVP-BKM120,TC71_BONE,8.226,synergy
everolimus,cabozantinib,TC71_BONE,6.937,synergy
GSK923295A,cabozantinib,TC71_BONE,32.64,synergy
lenvatinib,cabozantinib,TC71_BONE,9.75,synergy
LY2874455,cabozantinib,TC71_BONE,5.197,synergy
MK-1775,cabozantinib,TC71_BONE,12.031,synergy
niraparib,cabozantinib,TC71_BONE,13.616,synergy
pelitinib,cabozantinib,TC71_BONE,6.038,synergy
tivantinib,cabozantinib,TC71_BONE,15.194,synergy
2-methoxyestradiol,cabozantinib,TC71_BONE,18.607,synergy
cantharidin,cabozantinib,TC71_BONE,20.218,synergy
SNX-5422,cabozantinib,TC71_BONE,10.127,synergy
picropodophyllin,cabozantinib,TC71_BONE,29.424,synergy
Visudyne,cabozantinib,TC71_BONE,18.894,synergy
withaferin A,cabozantinib,TC71_BONE,6.568,synergy
YK-4-279,cabozantinib,TC71_BONE,18.314,synergy
MK-2206 dihydrochloride,cabozantinib,TC71_BONE,37.243,synergy
OSI-027,cabozantinib,TC71_BONE,20.068,synergy
(+)-JQ-1,cabozantinib,TC71_BONE,31.149,synergy
navitoclax,cabozantinib,TC71_BONE,11.065,synergy
AGN-PC-0HSSYL,cabozantinib,TC71_BONE,24.032,synergy
everolimus,crenolanib,TC71_BONE,18.573,synergy
GSK923295A,crenolanib,TC71_BONE,27.498,synergy
lenvatinib,crenolanib,TC71_BONE,13.651,synergy
linsitinib,crenolanib,TC71_BONE,18.387,synergy
LY2874455,crenolanib,TC71_BONE,20.898,synergy
MK-1775,crenolanib,TC71_BONE,23.073,synergy
niraparib,crenolanib,TC71_BONE,22.753,synergy
FdCyd,crenolanib,TC71_BONE,8.002,synergy
pelitinib,crenolanib,TC71_BONE,28.026,synergy
tivantinib,crenolanib,TC71_BONE,20.143,synergy
2-methoxyestradiol,crenolanib,TC71_BONE,16.173,synergy
RS0050,crenolanib,TC71_BONE,-6.168,antagonism
SNX-5422,crenolanib,TC71_BONE,17.23,synergy
picropodophyllin,crenolanib,TC71_BONE,18.459,synergy
Visudyne,crenolanib,TC71_BONE,27.513,synergy
withaferin A,crenolanib,TC71_BONE,12.79,synergy
YK-4-279,crenolanib,TC71_BONE,9.027,synergy
Englerin A,crenolanib,TC71_BONE,14.825,synergy
MK-2206 dihydrochloride,crenolanib,TC71_BONE,11.047,synergy
OSI-027,crenolanib,TC71_BONE,24.182,synergy
navitoclax,crenolanib,TC71_BONE,24.548,synergy
AGN-PC-0HSSYL,crenolanib,TC71_BONE,12.565,synergy
lenvatinib,everolimus,TC71_BONE,9.007,synergy
linsitinib,everolimus,TC71_BONE,-11.889,antagonism
MK-1775,everolimus,TC71_BONE,16.244,synergy
niraparib,everolimus,TC71_BONE,20.337,synergy
FdCyd,everolimus,TC71_BONE,7.679,synergy
pelitinib,everolimus,TC71_BONE,-7.113,antagonism
tivantinib,everolimus,TC71_BONE,12.921,synergy
2-methoxyestradiol,everolimus,TC71_BONE,21.597,synergy
picropodophyllin,everolimus,TC71_BONE,8.602,synergy
Visudyne,everolimus,TC71_BONE,15.702,synergy
withaferin A,everolimus,TC71_BONE,9.2,synergy
YK-4-279,everolimus,TC71_BONE,7.96,synergy
Englerin A,everolimus,TC71_BONE,-8.573,antagonism
MK-2206 dihydrochloride,everolimus,TC71_BONE,7.956,synergy
OSI-027,everolimus,TC71_BONE,5.981,synergy
navitoclax,everolimus,TC71_BONE,10.62,synergy
AGN-PC-0HSSYL,everolimus,TC71_BONE,11.745,synergy
lenvatinib,GSK923295A,TC71_BONE,7.88,synergy
linsitinib,GSK923295A,TC71_BONE,17.943,synergy
LY2874455,GSK923295A,TC71_BONE,6.758,synergy
MK-1775,GSK923295A,TC71_BONE,-25.459,antagonism
niraparib,GSK923295A,TC71_BONE,8.023,synergy
FdCyd,GSK923295A,TC71_BONE,17.887,synergy
tivantinib,GSK923295A,TC71_BONE,23.234,synergy
2-methoxyestradiol,GSK923295A,TC71_BONE,10.648,synergy
RS0050,GSK923295A,TC71_BONE,-6.126,antagonism
cantharidin,GSK923295A,TC71_BONE,5.441,synergy
withaferin A,GSK923295A,TC71_BONE,11.259,synergy
YK-4-279,GSK923295A,TC71_BONE,14.596,synergy
Englerin A,GSK923295A,TC71_BONE,7.532,synergy
OSI-027,GSK923295A,TC71_BONE,10.181,synergy
navitoclax,GSK923295A,TC71_BONE,16.53,synergy
linsitinib,lenvatinib,TC71_BONE,22.286,synergy
LY2874455,lenvatinib,TC71_BONE,10.732,synergy
niraparib,lenvatinib,TC71_BONE,5.127,synergy
pelitinib,lenvatinib,TC71_BONE,18.068,synergy
2-methoxyestradiol,lenvatinib,TC71_BONE,6.378,synergy
RS0050,lenvatinib,TC71_BONE,-9.869,antagonism
SNX-5422,lenvatinib,TC71_BONE,9.568,synergy
YK-4-279,lenvatinib,TC71_BONE,5.056,synergy
Englerin A,lenvatinib,TC71_BONE,13.739,synergy
AGN-PC-0HSSYL,lenvatinib,TC71_BONE,6.052,synergy
LY2874455,linsitinib,TC71_BONE,5.445,synergy
MK-1775,linsitinib,TC71_BONE,12.198,synergy
niraparib,linsitinib,TC71_BONE,11.527,synergy
pelitinib,linsitinib,TC71_BONE,19.265,synergy
2-methoxyestradiol,linsitinib,TC71_BONE,16.895,synergy
cantharidin,linsitinib,TC71_BONE,8.584,synergy
picropodophyllin,linsitinib,TC71_BONE,15.878,synergy
Visudyne,linsitinib,TC71_BONE,7.847,synergy
withaferin A,linsitinib,TC71_BONE,11.388,synergy
YK-4-279,linsitinib,TC71_BONE,-11.838,antagonism
Englerin A,linsitinib,TC71_BONE,11.546,synergy
MK-2206 dihydrochloride,linsitinib,TC71_BONE,-5.207,antagonism
OSI-027,linsitinib,TC71_BONE,19.828,synergy
(+)-JQ-1,linsitinib,TC71_BONE,-19.846,antagonism
navitoclax,linsitinib,TC71_BONE,20.703,synergy
AGN-PC-0HSSYL,linsitinib,TC71_BONE,6.865,synergy
MK-1775,LY2874455,TC71_BONE,11.184,synergy
niraparib,LY2874455,TC71_BONE,7.344,synergy
FdCyd,LY2874455,TC71_BONE,19.117,synergy
pelitinib,LY2874455,TC71_BONE,11.575,synergy
2-methoxyestradiol,LY2874455,TC71_BONE,5.681,synergy
RS0050,LY2874455,TC71_BONE,-16.919,antagonism
cantharidin,LY2874455,TC71_BONE,10.908,synergy
picropodophyllin,LY2874455,TC71_BONE,5.231,synergy
YK-4-279,LY2874455,TC71_BONE,5.922,synergy
MK-2206 dihydrochloride,LY2874455,TC71_BONE,6.373,synergy
OSI-027,LY2874455,TC71_BONE,10.568,synergy
(+)-JQ-1,LY2874455,TC71_BONE,12.852,synergy
navitoclax,LY2874455,TC71_BONE,19.378,synergy
AGN-PC-0HSSYL,LY2874455,TC71_BONE,25.08,synergy
niraparib,MK-1775,TC71_BONE,7.038,synergy
FdCyd,MK-1775,TC71_BONE,6.659,synergy
pelitinib,MK-1775,TC71_BONE,10.611,synergy
tivantinib,MK-1775,TC71_BONE,15.937,synergy
2-methoxyestradiol,MK-1775,TC71_BONE,7.944,synergy
cantharidin,MK-1775,TC71_BONE,11.842,synergy
SNX-5422,MK-1775,TC71_BONE,7.395,synergy
picropodophyllin,MK-1775,TC71_BONE,8.18,synergy
Visudyne,MK-1775,TC71_BONE,13.131,synergy
YK-4-279,MK-1775,TC71_BONE,9.716,synergy
Englerin A,MK-1775,TC71_BONE,5.381,synergy
MK-2206 dihydrochloride,MK-1775,TC71_BONE,9.672,synergy
(+)-JQ-1,MK-1775,TC71_BONE,6.909,synergy
navitoclax,MK-1775,TC71_BONE,14.809,synergy
AGN-PC-0HSSYL,MK-1775,TC71_BONE,10.955,synergy
RS0050,niraparib,TC71_BONE,-10.645,antagonism
Visudyne,niraparib,TC71_BONE,-6.007,antagonism
YK-4-279,niraparib,TC71_BONE,9.028,synergy
MK-2206 dihydrochloride,niraparib,TC71_BONE,-5.288,antagonism
navitoclax,niraparib,TC71_BONE,-7.023,antagonism
AGN-PC-0HSSYL,niraparib,TC71_BONE,-7.619,antagonism
tivantinib,FdCyd,TC71_BONE,8.348,synergy
2-methoxyestradiol,FdCyd,TC71_BONE,-10.352,antagonism
RS0050,FdCyd,TC71_BONE,-6.039,antagonism
Visudyne,FdCyd,TC71_BONE,-17.865,antagonism
withaferin A,FdCyd,TC71_BONE,-12.835,antagonism
MK-2206 dihydrochloride,FdCyd,TC71_BONE,-25.31,antagonism
OSI-027,FdCyd,TC71_BONE,-7.248,antagonism
AGN-PC-0HSSYL,FdCyd,TC71_BONE,-9.096,antagonism
tivantinib,pelitinib,TC71_BONE,-6.804,antagonism
RS0050,pelitinib,TC71_BONE,-15.003,antagonism
cantharidin,pelitinib,TC71_BONE,5.472,synergy
SNX-5422,pelitinib,TC71_BONE,8.534,synergy
Visudyne,pelitinib,TC71_BONE,22.989,synergy
withaferin A,pelitinib,TC71_BONE,36.091,synergy
YK-4-279,pelitinib,TC71_BONE,15.504,synergy
Englerin A,pelitinib,TC71_BONE,8.774,synergy
MK-2206 dihydrochloride,pelitinib,TC71_BONE,12.955,synergy
OSI-027,pelitinib,TC71_BONE,11.278,synergy
(+)-JQ-1,pelitinib,TC71_BONE,6.624,synergy
navitoclax,pelitinib,TC71_BONE,21.509,synergy
AGN-PC-0HSSYL,pelitinib,TC71_BONE,16.885,synergy
2-methoxyestradiol,tivantinib,TC71_BONE,12.279,synergy
RS0050,tivantinib,TC71_BONE,-5.303,antagonism
cantharidin,tivantinib,TC71_BONE,13.647,synergy
SNX-5422,tivantinib,TC71_BONE,8.339,synergy
picropodophyllin,tivantinib,TC71_BONE,11.686,synergy
Visudyne,tivantinib,TC71_BONE,39.067,synergy
YK-4-279,tivantinib,TC71_BONE,8.924,synergy
Englerin A,tivantinib,TC71_BONE,6.441,synergy
MK-2206 dihydrochloride,tivantinib,TC71_BONE,8.808,synergy
(+)-JQ-1,tivantinib,TC71_BONE,12.844,synergy
navitoclax,tivantinib,TC71_BONE,9.676,synergy
AGN-PC-0HSSYL,tivantinib,TC71_BONE,45.9,synergy
RS0050,2-methoxyestradiol,TC71_BONE,-16.434,antagonism
picropodophyllin,2-methoxyestradiol,TC71_BONE,9.498,synergy
Visudyne,2-methoxyestradiol,TC71_BONE,6.247,synergy
withaferin A,2-methoxyestradiol,TC71_BONE,-5.31,antagonism
YK-4-279,2-methoxyestradiol,TC71_BONE,19.221,synergy
OSI-027,2-methoxyestradiol,TC71_BONE,-5.151,antagonism
(+)-JQ-1,2-methoxyestradiol,TC71_BONE,9.55,synergy
navitoclax,2-methoxyestradiol,TC71_BONE,13.577,synergy
AGN-PC-0HSSYL,2-methoxyestradiol,TC71_BONE,20.722,synergy
cantharidin,RS0050,TC71_BONE,-8.464,antagonism
SNX-5422,RS0050,TC71_BONE,-9.072,antagonism
Visudyne,RS0050,TC71_BONE,-10.13,antagonism
YK-4-279,RS0050,TC71_BONE,-6.5,antagonism
MK-2206 dihydrochloride,RS0050,TC71_BONE,-9.924,antagonism
OSI-027,RS0050,TC71_BONE,-12.827,antagonism
(+)-JQ-1,RS0050,TC71_BONE,-15.182,antagonism
AGN-PC-0HSSYL,RS0050,TC71_BONE,-13.17,antagonism
SNX-5422,cantharidin,TC71_BONE,11.191,synergy
Visudyne,cantharidin,TC71_BONE,15.208,synergy
Englerin A,cantharidin,TC71_BONE,9.631,synergy
MK-2206 dihydrochloride,cantharidin,TC71_BONE,-5.972,antagonism
(+)-JQ-1,cantharidin,TC71_BONE,5.915,synergy
navitoclax,cantharidin,TC71_BONE,10.316,synergy
AGN-PC-0HSSYL,cantharidin,TC71_BONE,-7.919,antagonism
picropodophyllin,SNX-5422,TC71_BONE,7.607,synergy
withaferin A,SNX-5422,TC71_BONE,7.881,synergy
YK-4-279,SNX-5422,TC71_BONE,19.81,synergy
(+)-JQ-1,SNX-5422,TC71_BONE,18.653,synergy
AGN-PC-0HSSYL,SNX-5422,TC71_BONE,8.276,synergy
Visudyne,picropodophyllin,TC71_BONE,11.384,synergy
withaferin A,picropodophyllin,TC71_BONE,25.028,synergy
YK-4-279,picropodophyllin,TC71_BONE,8.435,synergy
MK-2206 dihydrochloride,picropodophyllin,TC71_BONE,9.987,synergy
OSI-027,picropodophyllin,TC71_BONE,20.349,synergy
AGN-PC-0HSSYL,picropodophyllin,TC71_BONE,9.096,synergy
withaferin A,Visudyne,TC71_BONE,17.239,synergy
YK-4-279,Visudyne,TC71_BONE,-7.495,antagonism
MK-2206 dihydrochloride,Visudyne,TC71_BONE,-8.121,antagonism
OSI-027,Visudyne,TC71_BONE,23.411,synergy
navitoclax,Visudyne,TC71_BONE,7.209,synergy
YK-4-279,withaferin A,TC71_BONE,14.124,synergy
(+)-JQ-1,withaferin A,TC71_BONE,15.523,synergy
navitoclax,withaferin A,TC71_BONE,5.014,synergy
Englerin A,YK-4-279,TC71_BONE,7.556,synergy
MK-2206 dihydrochloride,YK-4-279,TC71_BONE,16.515,synergy
OSI-027,YK-4-279,TC71_BONE,7.514,synergy
(+)-JQ-1,YK-4-279,TC71_BONE,9.046,synergy
navitoclax,YK-4-279,TC71_BONE,11.925,synergy
OSI-027,Englerin A,TC71_BONE,5.667,synergy
(+)-JQ-1,Englerin A,TC71_BONE,10.819,synergy
navitoclax,Englerin A,TC71_BONE,5.57,synergy
AGN-PC-0HSSYL,Englerin A,TC71_BONE,8.615,synergy
OSI-027,MK-2206 dihydrochloride,TC71_BONE,20.575,synergy
AGN-PC-0HSSYL,MK-2206 dihydrochloride,TC71_BONE,-6.335,antagonism
(+)-JQ-1,OSI-027,TC71_BONE,6.462,synergy
navitoclax,OSI-027,TC71_BONE,10.74,synergy
AGN-PC-0HSSYL,(+)-JQ-1,TC71_BONE,18.815,synergy
AGN-PC-0HSSYL,navitoclax,TC71_BONE,11.356,synergy
KX2-391,levomycin,TC71_BONE,-5.094,antagonism
AV412,levomycin,TC71_BONE,6.814,synergy
NVP-AEE788,daporinad,TC71_BONE,6.542,synergy
navitoclax,daporinad,TC71_BONE,5.613,synergy
NVP-AEE788,Chs 828,TC71_BONE,9.182,synergy
MK-1775,Chs 828,TC71_BONE,5.337,synergy
navitoclax,Chs 828,TC71_BONE,6.99,synergy
AV412,Chs 828,TC71_BONE,6.988,synergy
vincristine sulfate,disulfiram,TC71_BONE,7.311,synergy
NVP-AEE788,disulfiram,TC71_BONE,11.053,synergy
NSC319726,disulfiram,TC71_BONE,-6.744,antagonism
proscillaridin A,disulfiram,TC71_BONE,-6.452,antagonism
doxorubicin,disulfiram,TC71_BONE,5.54,synergy
thapsigargin,disulfiram,TC71_BONE,5.273,synergy
pralatrexate,disulfiram,TC71_BONE,-9.166,antagonism
depsipeptide,disulfiram,TC71_BONE,-7.156,antagonism
panobinostat,disulfiram,TC71_BONE,-6.224,antagonism
NVP-AUY922,disulfiram,TC71_BONE,-9.096,antagonism
etoposide,disulfiram,TC71_BONE,11.875,synergy
AZD8055,disulfiram,TC71_BONE,15.834,synergy
AT7519,disulfiram,TC71_BONE,15.572,synergy
danusertib,disulfiram,TC71_BONE,7.3,synergy
KX2-391,disulfiram,TC71_BONE,6.782,synergy
NVP-BGT226,disulfiram,TC71_BONE,8.266,synergy
leptomycin B,disulfiram,TC71_BONE,13.442,synergy
pelitinib,disulfiram,TC71_BONE,24.648,synergy
LY2874455,disulfiram,TC71_BONE,13.184,synergy
artesunate,disulfiram,TC71_BONE,14.525,synergy
CDDO-Me,disulfiram,TC71_BONE,12.188,synergy
MK-1775,disulfiram,TC71_BONE,16.241,synergy
navitoclax,disulfiram,TC71_BONE,19.603,synergy
GSK923295A,disulfiram,TC71_BONE,12.19,synergy
everolimus,disulfiram,TC71_BONE,14.028,synergy
AV412,disulfiram,TC71_BONE,17.245,synergy
niraparib,disulfiram,TC71_BONE,14.819,synergy
Englerin A,disulfiram,TC71_BONE,12.472,synergy
NSC319726,disulfiram,TC71_BONE,13.599,synergy
NVP-AEE788,vincristine sulfate,TC71_BONE,12.268,synergy
NSC319726,vincristine sulfate,TC71_BONE,9.527,synergy
doxorubicin,vincristine sulfate,TC71_BONE,5.244,synergy
thapsigargin,vincristine sulfate,TC71_BONE,6.045,synergy
pralatrexate,vincristine sulfate,TC71_BONE,8.139,synergy
FdCyd,vincristine sulfate,TC71_BONE,9.046,synergy
panobinostat,vincristine sulfate,TC71_BONE,6.928,synergy
NVP-AUY922,vincristine sulfate,TC71_BONE,6.606,synergy
mitomycin C,vincristine sulfate,TC71_BONE,6.827,synergy
etoposide,vincristine sulfate,TC71_BONE,10.11,synergy
AZD8055,vincristine sulfate,TC71_BONE,11.859,synergy
AT7519,vincristine sulfate,TC71_BONE,7.073,synergy
KX2-391,vincristine sulfate,TC71_BONE,7.242,synergy
leptomycin B,vincristine sulfate,TC71_BONE,9.336,synergy
pelitinib,vincristine sulfate,TC71_BONE,14.867,synergy
LY2874455,vincristine sulfate,TC71_BONE,5.414,synergy
artesunate,vincristine sulfate,TC71_BONE,10.924,synergy
CDDO-Me,vincristine sulfate,TC71_BONE,7.7,synergy
MK-1775,vincristine sulfate,TC71_BONE,11.277,synergy
navitoclax,vincristine sulfate,TC71_BONE,14.272,synergy
GSK923295A,vincristine sulfate,TC71_BONE,11.408,synergy
navitoclax,vincristine sulfate,TC71_BONE,11.051,synergy
everolimus,vincristine sulfate,TC71_BONE,12.556,synergy
AV412,vincristine sulfate,TC71_BONE,12.639,synergy
niraparib,vincristine sulfate,TC71_BONE,5.542,synergy
Englerin A,vincristine sulfate,TC71_BONE,12.59,synergy
NSC319726,vincristine sulfate,TC71_BONE,7.383,synergy
NSC319726,NVP-AEE788,TC71_BONE,13.839,synergy
proscillaridin A,NVP-AEE788,TC71_BONE,7.644,synergy
doxorubicin,NVP-AEE788,TC71_BONE,8.036,synergy
thapsigargin,NVP-AEE788,TC71_BONE,7.733,synergy
pralatrexate,NVP-AEE788,TC71_BONE,9.131,synergy
depsipeptide,NVP-AEE788,TC71_BONE,6.296,synergy
FdCyd,NVP-AEE788,TC71_BONE,8.531,synergy
panobinostat,NVP-AEE788,TC71_BONE,6.747,synergy
NVP-AUY922,NVP-AEE788,TC71_BONE,9.189,synergy
mitomycin C,NVP-AEE788,TC71_BONE,9.798,synergy
etoposide,NVP-AEE788,TC71_BONE,17.153,synergy
AZD8055,NVP-AEE788,TC71_BONE,16.757,synergy
AT7519,NVP-AEE788,TC71_BONE,11.314,synergy
danusertib,NVP-AEE788,TC71_BONE,11.658,synergy
KX2-391,NVP-AEE788,TC71_BONE,10.13,synergy
NVP-BGT226,NVP-AEE788,TC71_BONE,13.661,synergy
leptomycin B,NVP-AEE788,TC71_BONE,11.195,synergy
pelitinib,NVP-AEE788,TC71_BONE,19.924,synergy
LY2874455,NVP-AEE788,TC71_BONE,12.724,synergy
artesunate,NVP-AEE788,TC71_BONE,15.952,synergy
CDDO-Me,NVP-AEE788,TC71_BONE,10.793,synergy
MK-1775,NVP-AEE788,TC71_BONE,14.174,synergy
navitoclax,NVP-AEE788,TC71_BONE,14.65,synergy
GSK923295A,NVP-AEE788,TC71_BONE,14.704,synergy
navitoclax,NVP-AEE788,TC71_BONE,7.99,synergy
everolimus,NVP-AEE788,TC71_BONE,5.437,synergy
AV412,NVP-AEE788,TC71_BONE,14.6,synergy
niraparib,NVP-AEE788,TC71_BONE,9.6,synergy
Englerin A,NVP-AEE788,TC71_BONE,9.238,synergy
NSC319726,NVP-AEE788,TC71_BONE,11.11,synergy
doxorubicin,NSC319726,TC71_BONE,6.222,synergy
depsipeptide,NSC319726,TC71_BONE,6.384,synergy
FdCyd,NSC319726,TC71_BONE,6.24,synergy
panobinostat,NSC319726,TC71_BONE,5.051,synergy
etoposide,NSC319726,TC71_BONE,10.903,synergy
AZD8055,NSC319726,TC71_BONE,5.166,synergy
AT7519,NSC319726,TC71_BONE,7.675,synergy
danusertib,NSC319726,TC71_BONE,5.384,synergy
KX2-391,NSC319726,TC71_BONE,10.761,synergy
leptomycin B,NSC319726,TC71_BONE,8.433,synergy
pelitinib,NSC319726,TC71_BONE,13.173,synergy
LY2874455,NSC319726,TC71_BONE,7.354,synergy
artesunate,NSC319726,TC71_BONE,7.777,synergy
MK-1775,NSC319726,TC71_BONE,9.815,synergy
navitoclax,NSC319726,TC71_BONE,19.789,synergy
GSK923295A,NSC319726,TC71_BONE,5.769,synergy
navitoclax,NSC319726,TC71_BONE,20.267,synergy
AV412,NSC319726,TC71_BONE,12.77,synergy
navitoclax,proscillaridin A,TC71_BONE,6.625,synergy
GSK923295A,proscillaridin A,TC71_BONE,7.024,synergy
AV412,proscillaridin A,TC71_BONE,6.445,synergy
Englerin A,proscillaridin A,TC71_BONE,10.433,synergy
thapsigargin,doxorubicin,TC71_BONE,6.864,synergy
pralatrexate,doxorubicin,TC71_BONE,7.867,synergy
depsipeptide,doxorubicin,TC71_BONE,7.147,synergy
FdCyd,doxorubicin,TC71_BONE,7.616,synergy
panobinostat,doxorubicin,TC71_BONE,8.06,synergy
NVP-AUY922,doxorubicin,TC71_BONE,6.685,synergy
mitomycin C,doxorubicin,TC71_BONE,6.918,synergy
etoposide,doxorubicin,TC71_BONE,10.361,synergy
AZD8055,doxorubicin,TC71_BONE,6.478,synergy
AT7519,doxorubicin,TC71_BONE,7.128,synergy
leptomycin B,doxorubicin,TC71_BONE,5.022,synergy
pelitinib,doxorubicin,TC71_BONE,13.766,synergy
artesunate,doxorubicin,TC71_BONE,9.255,synergy
CDDO-Me,doxorubicin,TC71_BONE,5.6,synergy
MK-1775,doxorubicin,TC71_BONE,9.709,synergy
navitoclax,doxorubicin,TC71_BONE,13.898,synergy
GSK923295A,doxorubicin,TC71_BONE,6.326,synergy
navitoclax,doxorubicin,TC71_BONE,14.645,synergy
everolimus,doxorubicin,TC71_BONE,10.209,synergy
AV412,doxorubicin,TC71_BONE,7.828,synergy
niraparib,doxorubicin,TC71_BONE,14.201,synergy
Englerin A,doxorubicin,TC71_BONE,-9.813,antagonism
NSC319726,doxorubicin,TC71_BONE,6.935,synergy
depsipeptide,thapsigargin,TC71_BONE,6.842,synergy
FdCyd,thapsigargin,TC71_BONE,11.306,synergy
carfilzomib,thapsigargin,TC71_BONE,7.894,synergy
AZD8055,thapsigargin,TC71_BONE,7.698,synergy
AT7519,thapsigargin,TC71_BONE,7.365,synergy
danusertib,thapsigargin,TC71_BONE,7.097,synergy
navitoclax,thapsigargin,TC71_BONE,15.201,synergy
navitoclax,thapsigargin,TC71_BONE,19.221,synergy
AV412,thapsigargin,TC71_BONE,13.962,synergy
Englerin A,thapsigargin,TC71_BONE,10.995,synergy
dinaciclib,pralatrexate,TC71_BONE,12.247,synergy
FdCyd,pralatrexate,TC71_BONE,16.683,synergy
carfilzomib,pralatrexate,TC71_BONE,9.362,synergy
panobinostat,pralatrexate,TC71_BONE,9.716,synergy
mitomycin C,pralatrexate,TC71_BONE,16.157,synergy
etoposide,pralatrexate,TC71_BONE,9.392,synergy
AT7519,pralatrexate,TC71_BONE,14.678,synergy
danusertib,pralatrexate,TC71_BONE,9.575,synergy
KX2-391,pralatrexate,TC71_BONE,6.75,synergy
pelitinib,pralatrexate,TC71_BONE,20.61,synergy
LY2874455,pralatrexate,TC71_BONE,7.594,synergy
artesunate,pralatrexate,TC71_BONE,11.674,synergy
MK-1775,pralatrexate,TC71_BONE,6.332,synergy
navitoclax,pralatrexate,TC71_BONE,20.51,synergy
GSK923295A,pralatrexate,TC71_BONE,6.25,synergy
navitoclax,pralatrexate,TC71_BONE,7.982,synergy
niraparib,pralatrexate,TC71_BONE,8.907,synergy
carfilzomib,depsipeptide,TC71_BONE,8.565,synergy
mitomycin C,depsipeptide,TC71_BONE,8.878,synergy
etoposide,depsipeptide,TC71_BONE,6.738,synergy
AZD8055,depsipeptide,TC71_BONE,7.553,synergy
AT7519,depsipeptide,TC71_BONE,5.736,synergy
NVP-BGT226,depsipeptide,TC71_BONE,5.415,synergy
leptomycin B,depsipeptide,TC71_BONE,5.137,synergy
artesunate,depsipeptide,TC71_BONE,9.206,synergy
CDDO-Me,depsipeptide,TC71_BONE,6.057,synergy
MK-1775,depsipeptide,TC71_BONE,6.874,synergy
navitoclax,depsipeptide,TC71_BONE,6.791,synergy
navitoclax,depsipeptide,TC71_BONE,10.57,synergy
everolimus,depsipeptide,TC71_BONE,5.109,synergy
AV412,depsipeptide,TC71_BONE,5.899,synergy
NSC319726,depsipeptide,TC71_BONE,5.237,synergy
AT7519,dinaciclib,TC71_BONE,7.451,synergy
pelitinib,dinaciclib,TC71_BONE,5.277,synergy
LY2874455,dinaciclib,TC71_BONE,5.211,synergy
navitoclax,dinaciclib,TC71_BONE,8.673,synergy
navitoclax,dinaciclib,TC71_BONE,6.691,synergy
niraparib,dinaciclib,TC71_BONE,5.18,synergy
Englerin A,dinaciclib,TC71_BONE,6.455,synergy
NVP-AUY922,FdCyd,TC71_BONE,9.822,synergy
AZD8055,FdCyd,TC71_BONE,9.527,synergy
danusertib,FdCyd,TC71_BONE,10.988,synergy
artesunate,FdCyd,TC71_BONE,-8.263,antagonism
CDDO-Me,FdCyd,TC71_BONE,-11.212,antagonism
MK-1775,FdCyd,TC71_BONE,10.338,synergy
navitoclax,FdCyd,TC71_BONE,11.063,synergy
GSK923295A,FdCyd,TC71_BONE,14.652,synergy
navitoclax,FdCyd,TC71_BONE,-7.678,antagonism
everolimus,FdCyd,TC71_BONE,-15.66,antagonism
AV412,FdCyd,TC71_BONE,8.83,synergy
niraparib,FdCyd,TC71_BONE,10.106,synergy
Englerin A,FdCyd,TC71_BONE,9.438,synergy
panobinostat,carfilzomib,TC71_BONE,-5.525,antagonism
etoposide,carfilzomib,TC71_BONE,-8.17,antagonism
AT7519,carfilzomib,TC71_BONE,5.194,synergy
danusertib,carfilzomib,TC71_BONE,8.305,synergy
leptomycin B,carfilzomib,TC71_BONE,5.071,synergy
pelitinib,carfilzomib,TC71_BONE,5.24,synergy
LY2874455,carfilzomib,TC71_BONE,5.853,synergy
CDDO-Me,carfilzomib,TC71_BONE,-5.987,antagonism
everolimus,carfilzomib,TC71_BONE,-8.213,antagonism
NVP-AUY922,panobinostat,TC71_BONE,-6.022,antagonism
mitomycin C,panobinostat,TC71_BONE,10.582,synergy
AZD8055,panobinostat,TC71_BONE,-7.142,antagonism
danusertib,panobinostat,TC71_BONE,11.359,synergy
